,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,disability,final_result,After_Click,Before_Click,date_registration,date_unregistration,Late_submission,Code_Category
5322,1,0,2,0,1,1,0,0,1,231.0,0.0,95.0,0,5.0,1
5323,1,0,3,2,0,1,0,0,0,0.0,0.0,61.0,0,20.0,1
5324,1,0,1,2,4,0,0,0,0,0.0,0.0,32.0,1,20.0,1
5325,1,0,3,2,2,0,0,0,0,0.0,0.0,127.0,1,20.0,1
5326,1,0,3,0,3,0,0,0,1,262.0,17.0,227.0,0,6.0,1
5327,1,0,11,2,0,0,1,0,0,0.0,0.0,102.0,1,20.0,1
5328,1,0,0,2,4,1,0,0,0,392.0,93.0,35.0,1,0.0,1
5329,1,0,11,0,2,0,0,0,0,53.0,4.0,73.0,1,1.0,1
5330,1,0,6,0,0,1,0,1,0,76.0,7.0,61.0,1,3.0,1
5331,1,0,3,0,7,0,0,0,1,506.0,4.0,248.0,0,6.0,1
5332,1,0,7,2,8,0,1,0,1,332.0,30.0,81.0,0,5.0,1
5333,1,0,3,2,3,0,0,0,0,50.0,20.0,31.0,1,0.0,1
5334,1,0,9,2,1,0,0,0,0,12.0,26.0,109.0,1,0.0,1
5335,1,0,5,2,0,0,0,0,0,0.0,0.0,268.0,1,20.0,1
5336,1,0,5,2,1,0,1,0,1,418.0,57.0,284.0,0,5.0,1
5337,1,0,8,2,6,0,0,0,1,1228.0,26.0,258.0,0,6.0,1
5338,1,0,11,1,1,0,1,0,0,0.0,0.0,137.0,0,20.0,1
5339,1,0,5,2,2,1,1,0,0,60.0,114.0,86.0,0,2.0,1
5340,1,0,7,2,6,1,1,0,1,421.0,41.0,89.0,0,6.0,1
5341,1,0,8,1,9,0,0,0,1,596.0,13.0,29.0,0,6.0,1
5342,1,0,9,2,0,0,1,0,0,3.0,0.0,12.0,0,0.0,1
5343,1,0,9,1,3,0,0,0,0,96.0,22.0,29.0,0,3.0,1
5344,1,0,4,2,3,0,0,0,0,253.0,33.0,131.0,0,2.0,1
5345,1,0,1,2,2,0,1,0,1,982.0,6.0,108.0,0,5.0,1
5346,1,0,10,2,5,0,1,0,0,335.0,2.0,32.0,1,4.0,1
5347,1,0,6,2,1,0,1,0,0,0.0,0.0,134.0,1,20.0,1
5348,1,0,2,0,1,1,0,0,1,202.0,6.0,95.0,0,5.0,1
5349,1,0,11,0,0,0,0,0,0,587.0,0.0,31.0,0,5.0,1
5350,1,0,8,0,6,0,0,0,1,2380.0,0.0,70.0,0,6.0,1
5351,1,1,1,0,5,0,0,0,1,418.0,25.0,68.0,0,6.0,1
5352,1,0,9,0,7,0,0,0,0,0.0,0.0,222.0,1,20.0,1
5353,1,0,9,2,9,0,0,0,1,1008.0,42.0,103.0,0,5.0,1
5354,1,0,9,2,7,0,1,0,0,149.0,25.0,129.0,0,1.0,1
5355,1,0,1,2,2,0,1,1,0,0.0,0.0,31.0,1,20.0,1
5356,1,0,11,2,0,0,0,0,0,0.0,0.0,70.0,1,20.0,1
5357,1,0,11,2,2,0,0,0,0,452.0,49.0,270.0,0,6.0,1
5358,1,0,0,0,5,0,0,0,0,246.0,7.0,32.0,0,6.0,1
5359,1,0,5,2,0,0,0,0,0,359.0,23.0,58.0,0,6.0,1
5360,1,0,3,2,1,0,0,0,0,0.0,0.0,264.0,1,20.0,1
5361,1,0,11,2,0,1,1,0,0,0.0,10.0,78.0,0,20.0,1
5362,1,0,0,2,1,0,1,0,0,19.0,0.0,80.0,1,0.0,1
5363,1,1,5,1,0,0,0,0,1,735.0,33.0,261.0,0,6.0,1
5364,1,0,11,0,0,0,0,0,1,375.0,0.0,29.0,0,6.0,1
5365,1,0,8,0,0,0,0,0,0,0.0,0.0,256.0,1,20.0,1
5366,1,0,3,0,5,0,0,0,1,1310.0,0.0,89.0,0,5.0,1
5367,1,0,0,0,9,1,0,0,0,77.0,0.0,68.0,0,3.0,1
5368,1,0,10,2,8,1,0,0,1,916.0,4.0,47.0,0,6.0,1
5369,1,0,8,2,4,0,1,1,0,41.0,0.0,121.0,0,20.0,1
5370,1,0,3,0,3,0,0,0,0,0.0,0.0,32.0,1,20.0,1
5371,1,0,5,0,2,1,0,0,0,0.0,0.0,32.0,1,20.0,1
5372,1,0,3,2,0,0,0,0,0,0.0,0.0,253.0,1,20.0,1
5373,1,0,1,0,5,1,0,0,1,1854.0,63.0,66.0,0,5.0,1
5374,1,0,8,2,5,0,0,0,1,1216.0,54.0,156.0,0,7.0,1
5375,1,0,8,0,8,1,0,0,1,202.0,35.0,53.0,0,5.0,1
5376,1,0,12,0,3,1,0,0,1,1242.0,50.0,103.0,0,6.0,1
5377,1,0,7,2,8,1,0,0,1,227.0,46.0,235.0,0,4.0,1
5378,1,0,5,0,5,0,0,0,1,1658.0,132.0,41.0,0,7.0,1
5379,1,0,7,0,5,1,0,0,1,194.0,25.0,53.0,0,6.0,1
5380,1,0,11,2,8,0,0,0,0,0.0,0.0,188.0,1,20.0,1
5381,1,0,6,0,9,0,0,0,1,1479.0,98.0,65.0,0,5.0,1
5382,1,0,10,2,4,0,1,0,0,196.0,0.0,31.0,0,3.0,1
5383,1,0,12,0,0,0,0,0,1,132.0,53.0,82.0,0,8.0,1
5384,1,0,9,2,3,1,0,0,0,4.0,0.0,108.0,1,20.0,1
5385,1,0,10,2,2,0,0,1,0,149.0,2.0,32.0,1,2.0,1
5386,1,0,6,1,5,1,1,1,0,95.0,0.0,123.0,0,2.0,1
5387,1,0,5,2,6,0,0,0,0,0.0,0.0,232.0,1,20.0,1
5388,1,0,8,0,4,0,0,0,1,477.0,35.0,73.0,0,5.0,1
5389,1,0,9,0,4,0,0,0,1,468.0,13.0,183.0,0,5.0,1
5390,1,0,5,2,4,0,0,0,1,779.0,33.0,217.0,0,5.0,1
5391,1,0,9,0,8,1,0,0,1,346.0,36.0,151.0,0,5.0,1
5392,1,0,3,2,0,0,0,1,0,480.0,53.0,232.0,0,5.0,1
5393,1,0,9,2,3,0,0,0,0,0.0,0.0,185.0,0,20.0,1
5394,1,1,8,1,3,0,0,0,0,0.0,0.0,111.0,1,20.0,1
5395,1,0,10,2,0,1,1,0,0,94.0,0.0,53.0,0,1.0,1
5396,1,0,7,0,3,0,0,0,0,190.0,0.0,225.0,0,3.0,1
5397,1,0,11,2,0,0,0,0,0,569.0,24.0,43.0,1,4.0,1
5398,1,0,5,2,0,0,0,0,0,0.0,0.0,221.0,1,20.0,1
5399,1,0,4,0,1,0,0,0,0,770.0,89.0,43.0,0,5.0,1
5400,1,0,10,2,4,0,1,0,0,1.0,0.0,114.0,0,1.0,1
5401,1,0,4,2,3,1,0,0,0,98.0,5.0,29.0,0,2.0,1
5402,1,0,7,0,8,1,0,0,1,382.0,2.0,94.0,0,5.0,1
5403,1,0,8,2,8,0,0,0,0,151.0,38.0,122.0,1,1.0,1
5404,1,1,11,0,0,0,0,0,1,162.0,0.0,32.0,0,7.0,1
5405,1,0,12,0,6,0,0,0,0,196.0,17.0,94.0,0,5.0,1
5406,1,0,12,0,6,0,0,0,0,0.0,0.0,79.0,1,20.0,1
5407,1,0,0,0,4,0,0,0,1,3620.0,42.0,59.0,0,5.0,1
5408,1,0,12,1,6,0,0,0,1,356.0,0.0,47.0,0,5.0,1
5409,1,0,8,0,2,1,1,0,0,0.0,18.0,18.0,0,20.0,1
5410,1,0,1,2,8,0,1,0,1,1064.0,61.0,61.0,0,5.0,1
5411,1,1,4,1,8,0,0,0,1,482.0,12.0,52.0,0,6.0,1
5412,1,0,12,0,2,0,0,0,1,770.0,5.0,88.0,0,6.0,1
5413,1,0,6,0,7,0,0,0,0,0.0,0.0,116.0,1,20.0,1
5414,1,0,5,2,4,0,0,1,1,1523.0,25.0,200.0,0,5.0,1
5415,1,0,5,2,0,0,1,0,0,6.0,0.0,36.0,0,20.0,1
5416,1,0,10,2,2,1,0,0,0,20.0,33.0,30.0,1,20.0,1
5417,1,0,1,0,1,0,0,0,0,459.0,1.0,134.0,0,7.0,1
5418,1,0,4,2,0,0,0,0,0,0.0,0.0,197.0,1,20.0,1
5419,1,0,1,0,3,1,0,0,1,2015.0,27.0,36.0,0,5.0,1
5420,1,0,11,0,1,0,0,0,0,0.0,0.0,145.0,1,20.0,1
5421,1,0,1,2,4,0,0,0,0,142.0,10.0,41.0,1,3.0,1
5422,1,1,3,0,4,1,0,0,0,11.0,5.0,117.0,1,0.0,1
5423,1,0,8,2,3,0,0,0,0,254.0,19.0,30.0,1,6.0,1
5424,1,1,0,2,8,1,0,0,0,95.0,2.0,24.0,1,1.0,1
5425,1,0,6,1,0,0,0,0,0,687.0,93.0,110.0,0,0.0,1
5426,1,0,6,0,1,0,0,0,1,92.0,9.0,65.0,0,5.0,1
5427,1,0,1,0,6,0,0,0,1,184.0,4.0,185.0,0,5.0,1
5428,1,0,11,0,9,0,0,0,1,547.0,39.0,193.0,0,6.0,1
5429,1,0,11,0,3,0,0,0,0,3.0,0.0,24.0,1,20.0,1
5430,1,1,2,0,4,0,0,0,1,993.0,11.0,24.0,0,5.0,1
5431,1,0,5,1,6,1,0,0,1,312.0,0.0,29.0,0,5.0,1
5432,1,0,6,2,7,1,1,0,0,1986.0,105.0,87.0,0,4.0,1
5433,1,0,6,0,7,0,1,0,1,2109.0,168.0,110.0,0,5.0,1
5434,1,0,10,2,2,1,0,1,1,2340.0,107.0,68.0,0,6.0,1
5435,1,0,9,1,7,1,0,0,0,0.0,0.0,188.0,1,20.0,1
5436,1,0,6,1,2,0,0,0,0,0.0,0.0,59.0,1,20.0,1
5437,1,0,3,2,3,0,1,0,0,0.0,0.0,136.0,1,20.0,1
5438,1,0,9,0,5,1,0,0,1,1584.0,23.0,141.0,0,5.0,1
5439,1,0,8,2,6,0,0,1,0,374.0,27.0,94.0,0,2.0,1
5440,1,0,1,0,8,1,1,0,1,395.0,0.0,94.0,0,5.0,1
5441,1,0,7,2,1,0,0,0,0,0.0,0.0,121.0,1,20.0,1
5442,1,0,5,2,4,0,1,0,0,373.0,24.0,107.0,1,0.0,1
5443,1,1,10,1,8,0,0,0,1,631.0,0.0,47.0,0,5.0,1
5444,1,0,1,2,3,1,1,0,1,414.0,0.0,100.0,0,5.0,1
5445,1,0,9,2,4,1,0,0,0,0.0,0.0,175.0,1,20.0,1
5446,1,0,0,2,6,0,0,0,1,1305.0,32.0,179.0,0,5.0,1
5447,1,0,11,0,0,0,0,0,1,164.0,32.0,36.0,0,5.0,1
5448,1,0,10,2,6,0,0,0,1,239.0,13.0,72.0,0,5.0,1
5449,1,0,6,2,3,0,1,1,0,270.0,8.0,85.0,0,10.0,1
5450,1,0,12,2,3,0,0,0,0,162.0,0.0,47.0,0,4.0,1
5451,1,0,3,2,5,0,0,0,0,131.0,0.0,154.0,1,1.0,1
5452,1,0,8,2,6,0,0,0,0,124.0,5.0,128.0,0,5.0,1
5453,1,0,5,0,8,1,0,0,1,3440.0,419.0,107.0,0,4.0,1
5454,1,0,2,2,5,1,0,0,0,92.0,22.0,103.0,1,2.0,1
5455,1,0,8,2,5,0,0,0,1,240.0,0.0,53.0,0,6.0,1
5456,1,0,8,2,4,0,0,0,0,0.0,0.0,177.0,1,20.0,1
5457,1,0,1,2,4,0,0,0,0,30.0,0.0,82.0,0,20.0,1
5458,1,0,9,2,2,0,0,0,0,176.0,76.0,81.0,1,2.0,1
5459,1,0,7,0,5,0,0,0,1,404.0,8.0,164.0,0,5.0,1
5460,1,0,2,2,7,1,0,0,0,0.0,0.0,93.0,1,20.0,1
5461,1,0,9,2,3,0,0,0,1,259.0,0.0,141.0,0,5.0,1
5462,1,0,0,0,8,0,0,0,0,234.0,9.0,175.0,1,1.0,1
5463,1,0,1,0,6,0,0,0,0,0.0,0.0,35.0,1,20.0,1
5464,1,0,2,0,1,1,1,0,1,3336.0,268.0,81.0,0,7.0,1
5465,1,0,6,0,9,0,0,0,0,0.0,0.0,31.0,1,20.0,1
5466,1,0,6,0,3,0,0,0,0,0.0,0.0,116.0,0,20.0,1
5467,1,0,6,1,4,0,1,0,0,126.0,4.0,64.0,0,7.0,1
5468,1,0,11,0,5,0,0,0,1,372.0,13.0,169.0,0,5.0,1
5469,1,0,0,2,5,0,0,0,1,385.0,124.0,156.0,0,6.0,1
5470,1,0,11,0,4,0,0,1,0,0.0,0.0,82.0,1,20.0,1
5471,1,0,12,0,0,0,0,0,0,4.0,0.0,155.0,1,20.0,1
5472,1,0,5,0,2,0,0,0,0,0.0,0.0,156.0,1,20.0,1
5473,1,0,2,0,5,0,0,0,1,185.0,4.0,73.0,0,6.0,1
5474,1,0,10,2,3,0,1,0,1,335.0,10.0,121.0,0,8.0,1
5475,1,0,2,2,6,0,0,0,0,0.0,0.0,32.0,0,20.0,1
5476,1,0,5,2,6,0,0,0,0,0.0,0.0,161.0,1,20.0,1
5477,1,0,6,1,6,1,0,1,1,12942.0,81.0,64.0,0,5.0,1
5478,1,0,5,0,4,0,0,1,0,0.0,1.0,108.0,1,20.0,1
5479,1,0,11,0,0,0,1,0,0,9.0,0.0,99.0,1,0.0,1
5480,1,1,11,0,9,0,0,0,0,121.0,11.0,88.0,0,3.0,1
5481,1,0,1,2,3,1,0,0,1,325.0,0.0,96.0,0,6.0,1
5482,1,0,12,1,8,0,0,0,1,1114.0,11.0,23.0,0,9.0,1
5483,1,0,0,0,4,1,0,0,0,203.0,21.0,163.0,0,6.0,1
5484,1,0,12,2,0,0,0,0,1,438.0,1.0,137.0,0,5.0,1
5485,1,0,5,0,0,0,0,0,0,0.0,0.0,164.0,1,20.0,1
5486,1,0,7,0,1,0,1,0,0,0.0,0.0,123.0,0,20.0,1
5487,1,0,3,2,2,1,0,1,0,0.0,0.0,131.0,1,20.0,1
5488,1,0,0,2,2,0,0,0,0,0.0,9.0,82.0,1,20.0,1
5489,1,0,6,1,5,0,0,0,1,317.0,12.0,64.0,0,6.0,1
5490,1,0,3,2,1,0,0,0,0,0.0,0.0,70.0,1,20.0,1
5491,1,0,0,2,3,0,0,0,1,138.0,5.0,82.0,0,4.0,1
5492,1,0,5,2,2,0,1,0,0,0.0,0.0,8.0,0,0.0,1
5493,1,0,12,2,0,1,0,0,0,273.0,7.0,59.0,0,9.0,1
5494,1,0,4,1,3,0,0,0,0,0.0,0.0,162.0,1,20.0,1
5495,1,0,3,0,1,0,1,0,0,0.0,0.0,86.0,1,20.0,1
5496,1,0,8,0,9,1,0,0,1,762.0,17.0,100.0,0,5.0,1
5497,1,0,9,0,2,0,0,0,1,199.0,0.0,148.0,0,5.0,1
5498,1,1,9,1,7,1,0,0,1,1183.0,17.0,53.0,0,6.0,1
5499,1,0,4,2,2,0,0,0,1,1418.0,35.0,29.0,0,5.0,1
5500,1,0,6,2,0,1,0,0,0,0.0,0.0,54.0,1,20.0,1
5501,1,0,5,1,1,0,0,0,0,0.0,53.0,155.0,0,20.0,1
5502,1,0,11,2,1,1,1,0,0,0.0,0.0,85.0,1,20.0,1
5503,1,0,12,2,8,0,1,0,0,69.0,0.0,30.0,1,3.0,1
5504,1,0,10,2,1,0,0,0,1,210.0,38.0,100.0,0,6.0,1
5505,1,0,0,2,6,1,0,0,1,4270.0,11.0,150.0,0,5.0,1
5506,1,0,1,0,8,0,0,0,0,0.0,0.0,74.0,0,20.0,1
5507,1,0,10,2,2,1,0,0,0,41.0,64.0,86.0,0,2.0,1
5508,1,0,7,2,3,1,0,0,1,1471.0,36.0,22.0,0,8.0,1
5509,1,0,10,2,1,0,0,0,0,0.0,0.0,111.0,1,20.0,1
5510,1,0,1,2,2,0,0,0,0,0.0,0.0,154.0,1,20.0,1
5511,1,0,1,0,8,0,0,1,0,0.0,0.0,102.0,1,20.0,1
5512,1,0,7,1,6,1,1,0,1,606.0,0.0,36.0,0,8.0,1
5513,1,0,10,0,4,1,1,0,0,88.0,0.0,70.0,0,0.0,1
5514,1,1,7,2,6,1,0,0,0,212.0,128.0,66.0,1,2.0,1
5515,1,0,3,1,2,0,0,0,1,991.0,0.0,29.0,0,5.0,1
5516,1,0,7,2,7,1,0,0,1,290.0,2.0,138.0,0,5.0,1
5517,1,0,5,2,0,0,0,0,0,120.0,50.0,154.0,1,1.0,1
5518,1,0,11,0,4,0,0,0,0,0.0,0.0,151.0,1,20.0,1
5519,1,0,11,2,1,0,0,0,0,0.0,0.0,80.0,0,20.0,1
5520,1,0,5,2,4,0,0,0,0,0.0,0.0,153.0,1,20.0,1
5521,1,1,3,2,2,1,0,0,0,0.0,0.0,108.0,1,20.0,1
5522,1,0,5,2,0,0,0,0,0,366.0,21.0,82.0,1,3.0,1
5523,1,0,0,2,8,0,0,0,0,0.0,0.0,82.0,1,20.0,1
5524,1,1,11,0,0,0,0,0,0,0.0,7.0,67.0,1,20.0,1
5525,1,0,6,1,5,0,0,0,1,796.0,2.0,29.0,0,5.0,1
5526,1,0,10,0,0,1,0,0,0,0.0,4.0,135.0,0,20.0,1
5527,1,0,1,2,7,0,0,0,0,352.0,0.0,150.0,0,3.0,1
5528,1,0,0,0,5,0,0,1,0,138.0,0.0,150.0,0,1.0,1
5529,1,0,12,0,0,0,0,0,0,475.0,35.0,129.0,0,7.0,1
5530,1,0,11,2,3,1,0,0,0,0.0,0.0,150.0,1,20.0,1
5531,1,0,0,0,3,0,0,0,0,21.0,0.0,30.0,0,20.0,1
5532,1,0,11,2,6,0,0,0,0,0.0,0.0,137.0,1,20.0,1
5533,1,0,1,2,2,0,0,0,0,127.0,28.0,147.0,0,2.0,1
5534,1,0,9,0,5,1,0,0,1,975.0,9.0,100.0,0,6.0,1
5535,1,0,12,0,0,0,0,0,1,2032.0,55.0,135.0,0,5.0,1
5536,1,0,10,0,9,0,0,0,1,112.0,0.0,35.0,0,5.0,1
5537,1,0,8,0,9,0,0,0,1,1661.0,67.0,114.0,0,6.0,1
5538,1,0,6,0,2,1,0,0,1,6205.0,39.0,130.0,0,5.0,1
5539,1,0,5,1,5,1,0,0,1,76.0,0.0,30.0,0,5.0,1
5540,1,0,6,2,2,1,0,0,0,122.0,0.0,88.0,0,6.0,1
5541,1,0,12,0,2,0,0,0,1,347.0,0.0,147.0,0,5.0,1
5542,1,0,12,2,5,0,0,0,0,16.0,1.0,144.0,1,0.0,1
5543,1,1,2,0,4,0,1,0,1,140.0,0.0,60.0,0,7.0,1
5544,1,0,9,2,8,0,0,0,1,518.0,37.0,138.0,0,5.0,1
5545,1,0,2,0,0,0,1,1,1,532.0,1.0,29.0,0,5.0,1
5546,1,0,9,0,3,0,0,0,0,192.0,48.0,67.0,0,7.0,1
5547,1,0,11,2,2,0,0,0,0,270.0,0.0,144.0,0,3.0,1
5548,1,1,10,0,6,1,0,0,1,331.0,0.0,113.0,0,5.0,1
5549,1,0,10,2,1,0,0,0,1,963.0,23.0,129.0,0,5.0,1
5550,1,0,5,2,4,0,0,0,0,5.0,0.0,144.0,1,20.0,1
5551,1,0,3,1,2,0,0,0,0,0.0,0.0,89.0,1,20.0,1
5552,1,0,0,2,9,1,0,0,0,4.0,0.0,116.0,0,20.0,1
5553,1,0,12,1,3,0,0,0,0,0.0,0.0,144.0,1,20.0,1
5554,1,0,10,2,0,0,0,1,0,1427.0,147.0,47.0,0,5.0,1
5555,1,0,2,0,9,0,0,0,1,248.0,1.0,52.0,0,5.0,1
5556,1,0,5,2,2,0,0,0,1,234.0,0.0,143.0,0,5.0,1
5557,1,0,10,1,7,1,0,0,1,530.0,0.0,52.0,0,9.0,1
5558,1,0,6,0,1,0,0,0,0,344.0,17.0,22.0,1,2.0,1
5559,1,0,12,2,0,1,0,0,0,208.0,16.0,142.0,0,5.0,1
5560,1,0,0,0,7,0,0,0,0,171.0,6.0,107.0,1,2.0,1
5561,1,0,5,2,1,0,0,0,1,341.0,17.0,133.0,0,6.0,1
5562,1,0,0,2,2,0,0,0,0,3.0,0.0,116.0,0,20.0,1
5563,1,0,0,1,3,0,0,0,1,242.0,11.0,32.0,0,6.0,1
5564,1,0,12,2,5,0,0,0,1,2418.0,117.0,110.0,0,6.0,1
5565,1,0,1,1,3,0,0,0,0,0.0,0.0,143.0,1,20.0,1
5566,1,0,10,2,8,0,0,0,0,9.0,0.0,96.0,0,1.0,1
5567,1,0,1,2,9,1,0,0,1,408.0,0.0,47.0,0,4.0,1
5568,1,0,5,0,0,0,0,0,0,0.0,0.0,131.0,1,20.0,1
5569,1,0,10,0,4,1,0,0,1,547.0,0.0,52.0,0,5.0,1
5570,1,0,0,1,3,0,0,0,1,578.0,0.0,124.0,0,5.0,1
5571,1,0,1,0,7,0,0,0,1,340.0,53.0,48.0,0,5.0,1
5572,1,0,1,2,4,0,0,0,1,185.0,12.0,141.0,0,7.0,1
5573,1,0,7,0,5,0,0,0,0,0.0,0.0,70.0,1,20.0,1
5574,1,0,0,0,1,0,0,0,1,205.0,0.0,141.0,0,5.0,1
5575,1,0,4,2,6,1,0,0,0,58.0,13.0,138.0,0,20.0,1
5576,1,0,9,2,4,0,0,0,0,0.0,0.0,139.0,1,20.0,1
5577,1,1,8,2,0,0,0,0,0,0.0,0.0,128.0,1,20.0,1
5578,1,0,0,1,3,0,0,0,1,504.0,66.0,124.0,0,5.0,1
5579,1,0,12,2,2,0,0,0,0,0.0,0.0,137.0,1,20.0,1
5580,1,1,7,0,3,0,0,1,1,257.0,0.0,52.0,0,5.0,1
5581,1,1,3,1,0,1,0,0,1,1119.0,0.0,35.0,0,7.0,1
5582,1,0,10,0,9,0,0,0,1,390.0,0.0,140.0,0,5.0,1
5583,1,0,10,2,6,1,0,0,1,2871.0,2.0,79.0,0,4.0,1
5584,1,0,8,0,4,0,0,0,1,318.0,0.0,52.0,0,5.0,1
5585,1,1,8,0,4,0,0,0,1,153.0,0.0,52.0,0,5.0,1
5586,1,0,8,0,3,0,0,0,0,193.0,0.0,52.0,0,5.0,1
5587,1,1,8,0,6,0,0,0,1,588.0,14.0,52.0,0,5.0,1
5588,1,0,8,2,6,0,0,0,1,8333.0,97.0,52.0,0,5.0,1
5589,1,0,8,0,4,0,0,0,1,477.0,0.0,52.0,0,5.0,1
5590,1,1,8,0,7,1,0,0,1,243.0,0.0,52.0,0,4.0,1
5591,1,1,8,0,7,1,0,0,1,107.0,0.0,52.0,0,4.0,1
5592,1,0,12,2,0,0,0,0,0,150.0,55.0,138.0,1,2.0,1
5593,1,0,12,2,0,0,0,0,1,2528.0,271.0,138.0,0,5.0,1
5594,1,0,6,0,3,0,0,0,1,603.0,131.0,110.0,0,6.0,1
5595,1,0,3,0,1,0,0,1,0,0.0,0.0,138.0,1,20.0,1
5596,1,0,11,2,2,0,0,1,1,348.0,51.0,135.0,0,8.0,1
5597,1,0,10,0,5,0,0,0,1,298.0,0.0,69.0,0,4.0,1
5598,1,0,9,2,3,0,0,0,0,0.0,0.0,137.0,1,20.0,1
5599,1,0,12,2,5,0,0,0,1,151.0,9.0,23.0,0,9.0,1
5600,1,0,5,0,0,0,0,0,0,92.0,33.0,136.0,0,4.0,1
5601,1,0,1,0,2,0,0,0,0,0.0,0.0,60.0,1,20.0,1
5602,1,0,5,2,1,0,0,1,0,1.0,8.0,137.0,0,0.0,1
5603,1,0,7,0,3,0,0,0,1,601.0,65.0,113.0,0,5.0,1
5604,1,0,9,0,8,0,0,0,0,58.0,6.0,74.0,0,2.0,1
5605,1,0,7,0,3,0,0,0,1,313.0,12.0,31.0,0,4.0,1
5606,1,0,3,2,2,0,0,1,0,0.0,0.0,36.0,1,20.0,1
5607,1,0,10,2,0,0,0,0,0,39.0,11.0,61.0,0,0.0,1
5608,1,0,1,2,1,0,0,0,0,0.0,0.0,136.0,1,20.0,1
5609,1,0,11,2,4,0,0,0,0,452.0,22.0,135.0,0,4.0,1
5610,1,0,1,2,8,0,0,0,0,12.0,0.0,29.0,1,20.0,1
5611,1,0,5,1,0,0,0,0,0,0.0,0.0,133.0,1,20.0,1
5612,1,0,5,0,8,0,0,0,0,47.0,9.0,32.0,0,0.0,1
5613,1,0,9,0,8,1,0,0,1,1268.0,0.0,92.0,0,6.0,1
5614,1,0,11,0,2,0,0,1,0,380.0,14.0,128.0,0,3.0,1
5615,1,0,8,2,1,0,0,0,1,184.0,49.0,89.0,0,5.0,1
5616,1,0,6,0,0,0,0,0,1,2892.0,70.0,114.0,0,5.0,1
5617,1,0,11,2,0,0,0,0,0,252.0,0.0,108.0,0,6.0,1
5618,1,0,5,2,5,1,0,0,0,0.0,0.0,86.0,1,20.0,1
5619,1,0,3,0,3,1,0,0,0,0.0,0.0,95.0,1,20.0,1
5620,1,0,4,2,0,0,0,0,0,0.0,0.0,133.0,1,20.0,1
5621,1,0,3,2,3,0,0,0,1,1259.0,95.0,48.0,0,6.0,1
5622,1,0,0,0,8,0,0,0,1,4626.0,477.0,100.0,0,5.0,1
5623,1,1,6,2,4,0,0,0,1,5006.0,107.0,114.0,0,5.0,1
5624,1,0,6,1,6,1,0,0,0,128.0,0.0,87.0,1,2.0,1
5625,1,0,6,2,7,1,0,0,0,426.0,0.0,82.0,1,4.0,1
5626,1,0,5,2,9,0,0,0,0,0.0,0.0,131.0,1,20.0,1
5627,1,0,10,2,2,0,0,0,0,174.0,0.0,75.0,0,1.0,1
5628,1,0,10,2,6,0,0,0,0,114.0,58.0,74.0,0,4.0,1
5629,1,0,3,2,5,0,0,0,1,641.0,4.0,100.0,0,6.0,1
5630,1,0,4,2,1,1,0,0,1,8685.0,21.0,130.0,0,5.0,1
5631,1,0,3,0,1,0,0,1,0,161.0,6.0,34.0,0,8.0,1
5632,1,0,8,2,7,0,0,0,0,187.0,55.0,128.0,0,4.0,1
5633,1,0,10,2,1,0,0,0,0,324.0,0.0,58.0,1,4.0,1
5634,1,0,3,0,6,0,0,0,0,0.0,0.0,130.0,1,20.0,1
5635,1,0,4,0,0,0,0,0,0,42.0,2.0,82.0,1,0.0,1
5636,1,0,9,0,7,0,0,0,1,198.0,4.0,129.0,0,6.0,1
5637,1,0,10,0,3,0,0,0,1,358.0,0.0,80.0,0,7.0,1
5638,1,0,3,2,7,0,0,0,0,84.0,0.0,92.0,1,3.0,1
5639,1,0,5,0,0,1,0,0,0,38.0,0.0,120.0,0,1.0,1
5640,1,0,10,2,7,0,0,0,1,332.0,0.0,47.0,0,6.0,1
5641,1,0,12,0,4,1,0,0,1,437.0,13.0,88.0,0,5.0,1
5642,1,0,12,2,3,1,0,0,1,495.0,0.0,64.0,0,7.0,1
5643,1,0,0,2,6,0,0,0,0,38.0,1.0,93.0,1,1.0,1
5644,1,0,0,0,0,0,0,0,0,0.0,0.0,123.0,1,20.0,1
5645,1,0,0,0,1,0,0,0,0,0.0,22.0,127.0,1,20.0,1
5646,1,0,12,1,0,0,0,0,0,234.0,85.0,96.0,0,1.0,1
5647,1,0,12,2,5,0,0,0,0,0.0,0.0,127.0,1,20.0,1
5648,1,0,6,2,2,0,0,0,0,0.0,0.0,127.0,1,20.0,1
5649,1,0,0,0,7,0,0,0,0,76.0,23.0,100.0,1,0.0,1
5650,1,0,7,0,2,0,0,0,1,520.0,64.0,127.0,0,5.0,1
5651,1,0,10,2,5,1,0,1,1,546.0,24.0,120.0,0,7.0,1
5652,1,0,7,2,2,0,0,0,0,112.0,60.0,127.0,1,1.0,1
5653,1,0,10,2,4,1,0,0,1,841.0,4.0,69.0,0,5.0,1
5654,1,0,6,1,2,1,0,0,1,1015.0,27.0,110.0,0,5.0,1
5655,1,0,10,0,7,1,0,0,0,21.0,0.0,64.0,1,0.0,1
5656,1,0,3,2,1,0,0,0,0,0.0,0.0,115.0,1,20.0,1
5657,1,0,5,0,8,0,0,0,0,0.0,0.0,125.0,1,20.0,1
5658,1,0,8,0,1,0,0,0,0,0.0,0.0,123.0,1,20.0,1
5659,1,0,3,0,1,0,0,0,1,360.0,8.0,89.0,0,5.0,1
